"attribution_id","incident_id","attribution_year","attribution_month","attribution_day","attribution_date","attribution_basis","attribution_type","attribution_subtype","attributing_country","attributing_actor","attributing_company","settled_attribution","initiator_name","initiator_alpha_2","initiator_country","initiator_category","initiator_subcategory"
189,140,"","","","Not available","Attacker confirms","Self-attribution in the course of the attack (e.g., via defacement statements on websites)","Not available","Not available","Not available","Not available",True,"Anonymous","Unknown","Unknown","Non-state-group","Hacktivist(s)"
190,141,"2010","","","2010","Media-based attribution","Direct statement in media report (e.g., Reuters article cites the attribution statements by a person) / self-attribution via social media","Not available","Not available","Not available","Not available","","Unknown","VN","Vietnam","State","Not available"
191,141,"2010","","","2010","Attribution by third-party","Political statement / report (e.g., on government / state agency websites)","Not available","Not available","Not available","Not available","","Unknown","VN","Vietnam","State","Not available"
192,141,"2010","","","2010","IT-security community attributes attacker","Direct statement in media report (e.g., Reuters article cites the attribution statements by a person) / self-attribution via social media","Not available","Not available","Not available","Not available",True,"Unknown","VN","Vietnam","Non-state-group","Hacktivist(s)"
195,143,"","","","Not available","Attacker confirms","Self-attribution in the course of the attack (e.g., via defacement statements on websites)","Not available","Not available","Not available","Not available",True,"People’s Army of the Fourth Awakening (Latvia)","LV","Latvia","Non-state-group","Hacktivist(s)"
196,144,"2015","","","2015","Attribution by receiver government / state entity","Anonymous statement in media report (e.g., Reuters article cites the attribution statements of unnamed officials, or persons with knowledge into the matter etc.)","Not available","Not available","Not available","Not available",True,"Dancing Panda/Legion Amethyst","CN","China","State affiliated actor","Not available"
199,146,"","","","Not available","Attribution by third-party","Technical report (e.g., by IT-companies, Citizen Lab, EFF)","Not available","Not available","Not available","Not available",True,"Unknown","CN","China","Unknown","Not available"
200,147,"2011","","","2011","Attribution by receiver government / state entity","Direct statement in media report (e.g., Reuters article cites the attribution statements by a person) / self-attribution via social media","Not available","Not available","Not available","Not available",True,"Unknown","CN","China","State affiliated actor","Not available"
201,148,"2011","","","2011","Attacker confirms","Anonymous statement in media report (e.g., Reuters article cites the attribution statements of unnamed officials, or persons with knowledge into the matter etc.)","Not available","Not available","Not available","Not available",True,"GCHQ","GB","United Kingdom","State","Not available"
202,149,"","","","Not available","Attribution by third-party","Technical report (e.g., by IT-companies, Citizen Lab, EFF)","Not available","Not available","Not available","Not available",True,"Unknown","TR","Turkey","Non-state-group","Hacktivist(s)"
203,150,"2011","","","2011","Attribution by third-party","Anonymous statement in media report (e.g., Reuters article cites the attribution statements of unnamed officials, or persons with knowledge into the matter etc.)","Not available","Not available","Not available","Not available",True,"Italian cyber police - National Anti-Crime Computer Centre for Critical Infrastructure Protection(CNAIPIC)","IT","Italy","State","Not available"
204,150,"2011","","","2011","Media-based attribution","Anonymous statement in media report (e.g., Reuters article cites the attribution statements of unnamed officials, or persons with knowledge into the matter etc.)","Not available","Not available","Not available","Not available","","Italian cyber police - National Anti-Crime Computer Centre for Critical Infrastructure Protection(CNAIPIC)","IT","Italy","State","Not available"
205,151,"","","","Not available","Attacker confirms","Self-attribution in the course of the attack (e.g., via defacement statements on websites)","Not available","Not available","Not available","Not available",True,"noname-crew","Unknown","Unknown","Unknown","Not available"
206,152,"","","","Not available","Attacker confirms","Self-attribution in the course of the attack (e.g., via defacement statements on websites)","Not available","Not available","Not available","Not available",True,"Anonymous","Unknown","Unknown","Non-state-group","Hacktivist(s)"
207,153,"2010","","","2010","Media-based attribution","Attribution given, type unclear","Not available","Not available","Not available","Not available",True,"Unknown","MM","Myanmar","State","Not available"
208,154,"2014","","","2014","Media-based attribution","Direct statement in media report (e.g., Reuters article cites the attribution statements by a person) / self-attribution via social media","Not available","Not available","Not available","Not available","","Unknown","RU","Russia","State affiliated actor","Not available"
209,154,"2014","","","2014","Attribution by receiver government / state entity","Political statement / report (e.g., on government / state agency websites)","Not available","Not available","Not available","Not available",True,"Unknown","RU","Russia","State affiliated actor","Not available"
210,155,"2010","","","2010","Media-based attribution","Attribution given, type unclear","Not available","Not available","Not available","Not available",True,"Unknown","Unknown","Unknown","State affiliated actor","Not available"
212,157,"","","","Not available","Media-based attribution","Attribution given, type unclear","Not available","Not available","Not available","Not available",True,"Not attributed","Not attributed","Not attributed","Not attributed","Not available"
